"Apex Ministry/Dept/State","Parent of Organisation",org_code,org_name,contact_address1,contact_address2,contact_address3,pincode,pg_officer_desig,"Organisation levels"
"Central Board of Direct Taxes (Income Tax)","ADDITIONAL COMMISSIONER OF INCOME TAX R 6 1",CL612,"DEPUTY COMMISSIONER OF INCOME TAX C 6 1 2","BMTC COMPLEX  80  FEET ROAD","6TH BLOCK  KORAMANGALA",BENGALURU,560095,"DCIT C 6 1 2",6
"Central Board of Direct Taxes (Income Tax)","ADDITIONAL COMMISSIONER OF INCOME TAX R 6 2",CL621,"DEPUTY COMMISSIONER OF INCOME TAX C 6 2 1","BMTC COMPLEX  80 FEET ROAD","6TH BLOCK  KORAMANGALA",BENGALURU,560095,"DCIT C 6 2 1",6
"Central Board of Direct Taxes (Income Tax)","ADDITIONAL COMMISSIONER OF INCOME TAX R 6 3",CL631,"DEPUTY COMISSIONER OF INCOME TAX C 6 3 1","BMTC COMPLEX  80 FEET ROAD","6TH BLOCK  KORAMANGALA",BENGALURU,560095,"DCIT C 6 3 1",6
"Central Board of Direct Taxes (Income Tax)","PR. COMMISSIONER OF INCOME TAX XXII",CL641,"ASST COMMISSIONER OF INCOME TAX CIRCLE 64 1","ROOM NO. 106 B BLOCK CIVIC CENTER NEW DELHI",NA,NA,110002,"ASST COMMISSIONER CIRCLE 64 1",4
"Central Board of Direct Taxes (Income Tax)","PR. COMMISSIONER OF INCOME TAX XXII",CL651,"ASST COMMISSIONER OF INCOME TAX CIRCLE 65 1","ROOM NO 207   2nd floor  B BLOCKCIVIC CENTER NEW D",ELHI-110002,NA,110002,"ASST COMMISSIONER CIRCLE 65 1",4
"Central Board of Direct Taxes (Income Tax)","PR. COMMISSIONER OF INCOME TAX XXII",CL661,"ASST COMMISSIONER OF INCOME TAX CIRCLE 66 1","ROOM NO 208 B BLOCK CIVIC CENTER NEW DELHI",NA,NA,110002,"ASST COMMISSIONER CIRCLE 66 1",4
"Central Board of Direct Taxes (Income Tax)","ADDITIONAL COMMISSIONER OF INCOME TAX R 7 1",CL711,"DEPUTY COMMISSIONER OF INCOME TAX C 7 1 1","BMTC COMPLEX  80 FEET ROAD","6TH BLOCK  KORAMANGALA",BENGALURU,560095,"DCIT C 7 1 1",6
"Central Board of Direct Taxes (Income Tax)","ADDITIONAL COMMISSIONER OF INCOME TAX R 7 1",CL712,"DEPUTY COMMISSIONER OF INCOME TAX C 7 1 2","BMTC COMPLEX  80 FEET ROAD","6TH BLOCK  KORAMANGALA",BENGALURU,560095,"DCIT C 7 1 2",6
"Central Board of Direct Taxes (Income Tax)","ADDITIONAL COMMISSIONER OF INCOME TAX R 7 2",CL721,"DEPUTY COMMISSIONER OF INCOME TAX C 7 2 1","Room 318  BMTC COMPLEX  80 FEET ROAD 6TH BLOCK  KO","RAMANGALA BENGALURU",NA,560095,"DCIT C 7 2 1",6
"Central Board of Direct Taxes (Income Tax)","Addl CIT R 2 Kol",CL021,"DCIT CIRCLE 2-1","AAYAKAR BAHWAN",KOLKATA,NA,700069,ACIT,6
"Central Board of Direct Taxes (Income Tax)","Addl CIT R 2 Kol",CL022,"DCIT CIRCLE 2-2","AAYAKAR BHAWAN",KOLKATA,NA,700069,DCIT,6
"Central Board of Direct Taxes (Income Tax)","Range 28 New Delhi",CL028,"Circle 28.1","Room No. 1001  E2 Block",NA,NA,110002,"ACIT Circle 28.1",5
"Central Board of Direct Taxes (Income Tax)","Range 29 New Delhi",CL029,"Circle 29.1","civic centre New Delhi",NA,NA,110002,"ACIT Circle 29.1",5
"Central Board of Direct Taxes (Income Tax)","INTERNATIONAL TAXATION RANGE-KOCHI",CKTIT,"INTERNATIONAL TAXATION WARD-KOZHIKODE","Aayakar Bhawan",Kozhikode,NA,673001,ACIT-OSD,6
"Central Board of Direct Taxes (Income Tax)","ADDITIONAL COMMISSIONER OF INCOME TAX HASSAN RANGE",CL1HN,"DEPUTY COMMISSIONER OF INCOME TAX HASSAN",HASSAN,NA,NA,NA,"DCIT HASSAN",6
"Central Board of Direct Taxes (Income Tax)","ADDL.CIT R 1 SHIMOGA",CL1SH,"DCIT C 1 SHIMOGA",SHIMOGA,NA,NA,NA,"ACIT C 1 SHIMOGA",6
"Central Board of Direct Taxes (Income Tax)","ADDITIONAL COMMISSIONER OF INCOME TAX TUMKUR RANGE",CL1TK,"DEPUTY COMMISSIONER OF INCOME TAX TUMKUR",TUMKUR,NA,NA,NA,"DCIT TUMKUR",6
"Central Board of Direct Taxes (Income Tax)","ADDITIONAL COMMISSIONER O INCOME TAX R 2 1",CL211,"DEPUTY COMMISSIONER OF INCOME TAX C 2.1.1","BMTC COMPLEX  80 FEET ROAD","6TH BLOCK  KORAMANGALA",BENGALURU,560098,"DCIT C 2.1.1",5
"Central Board of Direct Taxes (Income Tax)","ADDITIONAL COMMISSIONER O INCOME TAX R 2 1",CL212,"DEPUTY COMMISSIONER OF INCOME TAX C 2.1.2","BMTC COMPLEX  80 FEET ROAD","6TH BLOCK  KORAMANGALA",BENGALURU,NA,"DCIT C 2.1.2",5
"Central Board of Direct Taxes (Income Tax)","ADDITIONAL COMMISSIONER OF INCOME TAX R 2 MYSURU",CL21M,"DEPUTY COMMISSIONER OF INCOME TAX C 2 1 MYSURU",MYSURU,NA,NA,NA,"DCIT C 2 1 MYSURU",6
"Central Board of Direct Taxes (Income Tax)","ADDITIONAL COMMISSIONER OF INCOME TAX R 2.2",CL221,"DEPUTY COMMISSIONER OF INCOME TAX C 2.2.1","AAYAKAR BHAVAN","MAJURA GATE",SURAT,395001,"ACIT C 2.2.1",5
"Central Board of Direct Taxes (Income Tax)","ADDL.CIT RAICHUR RANGE",CL1RH,"DCIT C 1 RAICHUR",RAICHUR,NA,NA,NA,"DCIT C 1 RAICHUR",6
"Central Board of Direct Taxes (Income Tax)","ADDL.CIT CENTRAL R 1 BENGALURU",CLC11,"DCIT CENTRAL CIRCLE 1 1 BANGALORE",C.R.BUILDING,"QUEENS ROAD",BENGALURU,560001,"DCIT CENTRAL CIRCLE 1 1 BLR",6
"Central Board of Direct Taxes (Income Tax)","ADDL.CIT CENTRAL R 1 BENGALURU",CLC12,"DCIT CENTRAL CIRCLE 1 2 BENGALURU","C.R.BUILDING QUEENS ROAD BENGALURU",NA,NA,560001,"DCIT CENTRAL CIRCLE 1 2 BLR",6
"Central Board of Direct Taxes (Income Tax)","ADDL.CIT CENTRAL R 1 BENGALURU",CLC13,"DCIT CENTRAL CIRCLE 1 3 BENGALURU","C.R. BUILDING","QUEENS ROAD",BENGALURU,560001,"DCIT CENTRAL CIRCLE 1 3 BLR",6
"Central Board of Direct Taxes (Income Tax)","ADDL.CIT CENTRAL R 1 BENGALURU",CLC14,"DCIT CENTRAL CIRCLE 1 4 BENGALURU",C.R.BUILDING,"QUEENS ROAD",BENGALURU,560001,"DCIT CENTRAL CIRCLE 1 4 BLR",6
"Central Board of Direct Taxes (Income Tax)","ADDL.CIT CENTRAL RANGE MANGALURU",CLC1M,"DCIT CENTRAL CIRCLE 1 MANGALURU","C.R.BUILDING ANNEXE","GROUND FLOOR","NG ROAD  ATTAVAR  MANGALURU",575001,"DCIT CENTRAL CIR 1 MANGALURU",6
"Central Board of Direct Taxes (Income Tax)","ADDL.CIT CENTRAL R 2 BENGALURU",CLC21,"DCIT CENTRAL CIRCLE 2 1 BENGALURU",C.R.BUILDING,"QUEENS ROAD",BENGALURU,560001,"DCIT CENTRAL CIRCLE 2 1 BLR",6
"Central Board of Direct Taxes (Income Tax)","ADDL.CIT CENTRAL R 2 BENGALURU",CLC22,"DCIT CENTRAL CIRCLE 2 2 BENGALURU",C.R.BUILDINGS,"QUEENS ROAD",BENGALURU,560001,"DCIT CENTRAL CIRCLE 2 2 BLR",6
"Central Board of Direct Taxes (Income Tax)","ADDL.CIT CENTRAL R 2 BENGALURU",CLC23,"DCIT CENTRAL CIRCLE 2 3 BENGALURU",C.R.BUILDINGS,"QUEENS ROAD",BENGALURU,560001,"DCIT CENTRAL CIRCLE 2 3 BLR",6
"Central Board of Direct Taxes (Income Tax)","ADDL.CIT CENTRAL R 2 BENGALURU",CLC24,"DCIT CENTRAL CIRCLE 2 4 BENGALURU",C.R.BUILDING,"QUEENS ROAD",BENGALURU,560001,"DCIT CENTRAL CIRCLE 2 4 BLR",6
"Central Board of Direct Taxes (Income Tax)","ADDL.CIT CENTRAL RANGE MANGALURU",CLC2M,"DCIT CENTRAL CIRCLE 2 MANGALURU","C.R.BUILDING ANNEXE","NG ROAD  ATTAVAR",MANGALURU,575001,"DCIT CENTRAL CIR 2 MANGALURU",6
"Central Board of Direct Taxes (Income Tax)","ADDL.CIT CENTRAL RANGE PANAJI",CLCBG,"DCIT CENTRAL CIRCLE BELAGAVI",BELAGAVI,NA,NA,NA,"DCIT CENTRAL CIRCLE BELAGAVI",6
"Central Board of Direct Taxes (Income Tax)","ADDL.CIT CENTRAL RANGE PANAJI",CLCBL,"DCIT CENTRAL CIRCLE BALLARI",BALLARI,NA,NA,NA,"DCIT CENTRAL CIRCLE BALLARI",6
"Central Board of Direct Taxes (Income Tax)","ADDL.CIT CENTRAL RANGE PANAJI",CLCHB,"DCIT CENRAL CIRCLE HUBBALLI",HUBBALLI,NA,NA,NA,"DCIT CENTRAL CIRCLE HUBBALLI",6
"Central Board of Direct Taxes (Income Tax)","ADDL.CIT CENTRAL RANGE MANGALURU",CLCHS,"DCIT CENTRAL CIRCLE HASSAN",HASSAN,NA,NA,NA,"DCIT CENTRAL CIRCLE HASSAN",6
"Central Board of Direct Taxes (Income Tax)","ADDL.CIT CENTRAL RANGE MANGALURU",CLCMY,"DCIT CENTRAL CIRCLE MYSURU",MYSURU,NA,NA,NA,"DCIT CENTRAL CIRCLE MYSURU",6
"Central Board of Direct Taxes (Income Tax)","ADDL.CIT CENTRAL RANGE PANAJI",CLCPJ,"DCIT CENTRAL CIRCLE PANAJI",PANAJI,NA,NA,NA,"DCIT CENTRAL CIRCLE PANAJI",6
"Central Board of Direct Taxes (Income Tax)","CHIEF COMMISSIONER OF INCOME TAX LUDHIANA",CLDH1,"Commissioner of Income Tax LUDHIANA I","Aayakar Bhawan","Rishi Nagar",Ludhiana,141001,"Pr. CIT",3
"Central Board of Direct Taxes (Income Tax)","CHIEF COMMISSIONER OF INCOME TAX LUDHIANA",CLDH2,"Commissioner of Income Tax LUDHIANA II","Aayakar Bhawan","Rishi Nagar",Ludhiana,141001,"Pr.CIT 2 Ludhiana",3
"Central Board of Direct Taxes (Income Tax)","CHIEF COMMISSIONER OF INCOME TAX LUDHIANA",CLDH3,"Commissioner of Income Tax LUDHIANA III","Aayakar BhawanRishi NagarLudhiana",NA,NA,141001,"Pr. CIT3",3
"Central Board of Direct Taxes (Income Tax)","Jt. Commissioner of Income tax",CLONE,Circle3.1,"Room No 503  Aayakar Bhawan","Race Course  Vadodara",Vadodara,390007,"DCIT Cirlcle 3.1",5
"Central Board of Direct Taxes (Income Tax)","CCIT 1 KOLKATA",CLTUK,"CIT LTU KOLKATA","Aayakar Bhawan Poorva","110  Shantipally  Kolkata",NA,700107,"CIT LTU KOLKATA",4
"Central Board of Direct Taxes (Income Tax)","JCIT ONGOLE RANGE ONGOLE",CLXW1,"INCOME TAX OFFICE CHIRALA","9-1-69  CHURCH ROAD",CHIRALA,"PRAKASAM DISTRICT",523155,"INCOME TAX OFFICER",6
"Central Board of Direct Taxes (Income Tax)","Commissioner of Income Tax Ahmedabad 3",CMD31,"Addl. CIT Range 3.1","B-410  Pratyaksh Kar Bhawan",Ambawadi,Ahmedabad,380015,"Addl. CIT Range 3.1 Ahmedabad",4
"Central Board of Direct Taxes (Income Tax)","Commissioner of Income Tax Ahmedabad 3",CMD32,"Joint CIT Range 3.2","A-510  Pratyaksh Kar Bhawan",Ambawadi,Ahmedabad,380015,"Joint CIT Range 3.2 Ahmedabad",4
"Central Board of Direct Taxes (Income Tax)","Commissioner of Income Tax Ahmedabad 3",CMD33,"Jt. CIT Range 3.3","Room 510 Fith FloorPratyaksh Kar BhawanAmbawadi",NA,NA,380015,"Joint CIT 3.3 Ahmedabad",4
"Central Board of Direct Taxes (Income Tax)","CHIEF COMMISSIONER OF INCOMETAX INTERNATIONAL TAX",CMIT1,"CIT International Taxation 1","Room No. 107  1st Floor  Scindia House","Ballard Pier  Ballard Estate",Mumbai,400038,"CIT IT 1",4
"Central Board of Direct Taxes (Income Tax)","CHIEF COMMISSIONER OF INCOMETAX INTERNATIONAL TAX",CMIT2,"CIT International taxation 2","1706  AIR INDIA BUILDING","NARIMAN POINT  MUMBAI",NA,400021,"CIT IT 2",4
"Central Board of Direct Taxes (Income Tax)","CHIEF COMMISSIONER OF INCOMETAX INTERNATIONAL TAX",CMIT3,"CIT International Taxation 3","AIR INDIA BLDG. 16TH FLOOR","NARIMAN POINT CHURCHGATE",MUMBAI,400021,"CIT IT 3",4
"Central Board of Direct Taxes (Income Tax)","CHIEF COMMISSIONER OF INCOMETAX INTERNATIONAL TAX",CMIT4,"CIT IT 4","Air India Building  Nariman Point","Churchgate Mumbai",NA,400021,"CIT IT 4",4
"Central Board of Direct Taxes (Income Tax)","Pr. CIT Central Kanpur",CENMT,"CENTRAL RANGE MEERUT","AAYAKAR BHAWAN","BHAISALI GROUND MEERUT",NA,NA,"Addl. CIT",5
"Central Board of Direct Taxes (Income Tax)","CIT CENTRAL I",CENR1,"CENTRAL RANGE 1 MUMBAI","ROOM NO.901 9TH FLOOR CGO BUILDING PRATISHTHA BHAW","AN M K ROAD MUMBAI",NA,400020,"ADDL CIT CENTRAL RANGE 1",5
"Central Board of Direct Taxes (Income Tax)","CIT CENTRAL I",CENR2,"CENTRAL RANGE 2","ROOM NO.801 8TH FLOOR","PRATISHTHA BHAWAN OLD CGO BUILDING ANNEXE","M K ROAD MUMBAI",400020,"ADDL CIT CEN. RG. 2 MUMBAI",5
"Central Board of Direct Taxes (Income Tax)","Pr. CIT Cen 3",CENR5,"Addl CIT CR 5 Mumbai","19th Floor  Room No.1910 Air India Building","Nariman Point",Mumbai,400021,"Addl.C.I.T. C.R 5 Mumbai",5
"Central Board of Direct Taxes (Income Tax)","Pr. CIT Cen 3",CENR6,"Addl CIT CR 6 Mumbai","19th Floor  Room No.1909","Air India Building  Nariman Point",Mumbai,400021,"Addl. C.I.T. C.R 6 Mumbai",5
"Central Board of Direct Taxes (Income Tax)","CIT CENTRAL IV",CENR8,"JCIT CR 8 Mumbai","Room No 657","Aayakar Bhawan  M K Road",Mumbai,NA,"Addl. CIT CR 8 Mumbai",5
"Central Board of Direct Taxes (Income Tax)","Pr. CIT(Central),  Lucknow",CENRL,"Income Tax Department","27/2 PeeKay Complex","Raja Ram Mohan Rai Marg",Lucknow,226001,"JCIT Central Range Lucknow",5
"Central Board of Direct Taxes (Income Tax)","Pr. CIT(Central),  Lucknow",CENRV,"Income Tax Department","Aayakar Bhawan","Maqbool Alam Road",Varanasi,221002,"Addl.CIT CentralRange Varanasi",5
"Central Board of Direct Taxes (Income Tax)","Pr. Commissioner of Income Tax Central-I",CENT1,"CENTRAL RANGE 1","Room No. 335 E-2 ARA Centre Jhandewalan",NA,NA,110002,"JT. CIT CR 1",4
"Central Board of Direct Taxes (Income Tax)","Pr. Commissioner of Income Tax Central-I",CENT2,"CENTRAL RANGE 2","ARA CENTRE JHANDEWALAN EXTN.",NA,NA,110055,"ADDL. CIT CR 2",4
"Central Board of Direct Taxes (Income Tax)","Pr. Commissioner of Income Tax Central-I",CENT3,"CENTRAL RANGE 3","ARA CENTER JHANDEWALAN",NA,NA,110055,"ADDL. CIT CR 3",4
"Central Board of Direct Taxes (Income Tax)","Chief Commissioner of Income Tax (Central)-I, Mumbai",CENTI,"CIT CENTRAL I","ROOM NO1001  CGO BLDG  NEW MARINE LINES CHURCHGATE",NA,NA,400020,"PCIT CENTRAL I",4
"Central Board of Direct Taxes (Income Tax)","CENTRAL RANGE 1",CEN01,"DCIT CENTRAL CIRCLE 1","ARA CENTRAL",JHANDEWALAN,DELHI,110055,DCIT,5
"Central Board of Direct Taxes (Income Tax)","CENTRAL RANGE 1",CEN02,"ACIT CENTRAL CIRCLE 2","ARA CENTRE",JHANDEWALAN,DELHI,110055,ACIT,5
"Central Board of Direct Taxes (Income Tax)","CENTRAL RANGE 1",CEN03,"DCIT CC 3","ARA CENTRE",JHANDWEWALAN,DELHI,110055,DCIT,5
"Central Board of Direct Taxes (Income Tax)","CENTRAL RANGE 1",CEN04,"ACIT CC 4","ARA CENTRE",JHANDEWALAN,DELHI,110055,ACIT,5
"Central Board of Direct Taxes (Income Tax)","CENTRAL RANGE 2",CEN05,"ACIT CC 5","ARA CENTRE",JHANDEWALAN,DELHI,110055,ACIT,5
"Central Board of Direct Taxes (Income Tax)","CENTRAL RANGE 2",CEN06,"ACIT CENTRAL CIRCLE 06","ARA CENTRE",JHANDEWALAN,DELHI,110055,ACIT,5
"Central Board of Direct Taxes (Income Tax)","CENTRAL RANGE 2",CEN07,"DCIT CENTRAL CIRCLE 07","ARA CENTER",JHANDEWALAN,DELHI,110055,DCIT,5
"Central Board of Direct Taxes (Income Tax)","CENTRAL RANGE 2",CEN08,"ACIT CENTRAL CIRCLE 08","ARA CENTER JHANDEWALAN DELHI",NA,NA,110055,DCIT,5
"Central Board of Direct Taxes (Income Tax)","Addl. Commissioner of Income Tax Central Bhopal",CEN2B,"Dy. Commissioner of Income Tax - Central - 2 - Bhopal","Aayakar Bhawan","Arera Hills  Hoshangabad Road",Bhopal,462011,DCIT,NA
"Central Board of Direct Taxes (Income Tax)","PR. COMMISSIONER OF INCOME TAX CENTRAL II",CEN2C,"CENTRAL RANGE 4","ARA CENRTRE  JHANDENWALA",NA,NA,NA,"ADDL CIT CR 4",4
"Central Board of Direct Taxes (Income Tax)","PR. COMMISSIONER OF INCOME TAX CENTRAL II",CEN3C,"CENTRAL RANGE 5","ARA JHANDEWALAN",NA,NA,NA,"ADDL.CIT CR5",4
"Central Board of Direct Taxes (Income Tax)","PR. COMMISSIONER OF INCOME TAX CENTRAL II",CEN4C,"CENTRAL RANGE 6","ARA JHANDEWALAN",delhi,delhi,110001,"ADDL. CIT CR6",4
"Central Board of Direct Taxes (Income Tax)","PR. COMMISSIONER OF INCOME TAX CENTRAL II",CEN6C,"Central Range 4","Ara Centre Jhandewalan","New Delhi",NA,110055,"Addl. CIT Central Range 4",4
"Central Board of Direct Taxes (Income Tax)","JCIT CR 8 Mumbai",CEN81,DCC81,"656  Ayakar Bhawan",M.K.Road,Mumbai,400020,DCC81,6
"Central Board of Direct Taxes (Income Tax)","JCIT CR 8 Mumbai",CEN82,DCC82,"Ayakan Bhawan",M.K.Road,Mumbai,400020,DCC82,6
"Central Board of Direct Taxes (Income Tax)","JCIT CR 8 Mumbai",CEN83,DCC83,"Ayakar Bhawan","M.K. ROAD",MUMBAI,400020,DCC83,6
"Central Board of Direct Taxes (Income Tax)","JCIT CR 8 Mumbai",CEN84,DCC84,"Ayakar Bhawan","M.K. ROAD",Mumbai,400020,DCC84,6
"Central Board of Direct Taxes (Income Tax)","Chief Commissioner of Income Tax (Central)-II, Mumbai",CENC2,"PR. CIT CEN 2","19th flr AIr India Bldg Nariman Point Mumbai",NA,NA,400021,"Pr. CIT C 2",4
"Central Board of Direct Taxes (Income Tax)","Chief Commissioner of Income Tax (Central)-II, Mumbai",CENC3,"Pr. CIT Cen 3","19th  Air India Bldg Nariman Point MumbaI",NA,NA,400021,"Pr CIT Central3",4
"Central Board of Direct Taxes (Income Tax)","Income Tax Department",CENCA,"DCIT Central Circle Allahabad","Income Tax Office","CIVIL LINES",ALLAHABAD,211001,"DCIT Central Circle Allahabad",6
"Central Board of Direct Taxes (Income Tax)","Income Tax Department",CENCG,"DCIT Central Circle Gorakhpur","Income Tax Office Gorakhpur",NA,NA,NA,"DCIT Central Circle Gorakhpur",6
"Central Board of Direct Taxes (Income Tax)","Income Tax Department",CENCV,"DCIT Central Circle Varanasi","Income Tax Office",M.A.ROAD,VARANASI,221002,"DCIT Central Circle Varanasi",6
"Central Board of Direct Taxes (Income Tax)","Addl. Commissioner of Income Tax Central Bhopal",CEN1B,"Dy. Commissioner of Income Tax - Central - 1 - Bhopal","Aayakar  Bhawan","Hoshangabad Road",Bhopal,462011,DCIT,NA
"Central Board of Direct Taxes (Income Tax)","Chief Commissioner of Income Tax (Central)-I, Mumbai",CENIV,"CIT CENTRAL IV","ROOM NO 663  AAYAKAR BHAVAN  NEW MARINE LINES CHUR",NA,NA,400020,"PR. CIT CENTRAL 4",4
"Central Board of Direct Taxes (Income Tax)","Addl. Commissioner of Income Tax Central Bhopal",CENJB,"Dy. Commissioner of Income Tax - Central - JBP","Central Revenue Building","Napier Town",Jabalpur,482001,DCIT,6
"Central Board of Direct Taxes (Income Tax)","DGIT(Inv),  Lucknow",CENKN,"Pr. CIT Central Kanpur","7/81-B  Tilak Nagar  Kanpur",Kanpur,NA,208002,"Dy. Commissioner of Income Tax",4
"Central Board of Direct Taxes (Income Tax)","Pr. CIT Central Kanpur",CENKP,"CENTRAL RANGE KANPUR","7/81 B","TILAK NAGAR",KANPUR,208001,"Addl. CIT",5
"Central Board of Direct Taxes (Income Tax)","DGIT(Inv),  Lucknow",CENLK,"Pr. CIT(Central),  Lucknow","Peekay Complex Raja Ram Mohan Rai Marg Lucknow",NA,NA,226001,"Principal Commissioner of Income Tax - Central",4
"Central Board of Direct Taxes (Income Tax)","DGIT INVESTIGATION",CESRT,"PR. CIT CENTRAL SURAT","AAYAKAR BHAWAN","MAJURA GATE",SURAT,395001,"PR. CIT CENTRAL SURAT",4
"Central Board of Direct Taxes (Income Tax)","CHIEF COMMISSIONER OF INCOME TAX MUMBAI",CCT01,"Chief Commissioner of Income Tax 1","Room No.318  3rd Floor  Aayakar Bhawan  Mumbai",NA,NA,400020,CCIT1,3
"Central Board of Direct Taxes (Income Tax)","CHIEF COMMISSIONER OF INCOME TAX MUMBAI",CCT02,"Chief Commissioner of Income Tax 2","339  3rd Floor  Aayakar Bhavan Mumbai",NA,NA,400020,"CCIT 2",3
"Central Board of Direct Taxes (Income Tax)","CHIEF COMMISSIONER OF INCOME TAX MUMBAI",CCT03,"Chief Commissioner of Income Tax 3","R.No.351  Aayakar Bhavan Mumbai",NA,NA,400020,"CCIT 3",3
"Central Board of Direct Taxes (Income Tax)","CHIEF COMMISSIONER OF INCOME TAX MUMBAI",CCT04,"Chief Commissioner of Income Tax 4","305  3rd Floor  Aayakar Bhavan Mumbai",NA,NA,400020,"CCIT 4",3
"Central Board of Direct Taxes (Income Tax)","CHIEF COMMISSIONER OF INCOME TAX MUMBAI",CCT05,"Chief Commissioner of Income Tax 5","323  3rd Floor  Aayakar BhavanMumbai",NA,NA,400020,"CCIT 5",3
"Central Board of Direct Taxes (Income Tax)","CHIEF COMMISSIONER OF INCOME TAX MUMBAI",CCT06,"Chief Commissioner of Income Tax 6","Room No.339  Aayakar Bhavan Mumbai",NA,NA,400020,"CCIT 6",3
"Central Board of Direct Taxes (Income Tax)","CHIEF COMMISSIONER OF INCOME TAX MUMBAI",CCT07,"Chief Commissioner of Income Tax 7","Room No.422  Aayakar Bhavan",Mumbai,NA,400020,"CCIT 7",3
"Central Board of Direct Taxes (Income Tax)","CHIEF COMMISSIONER OF INCOME TAX MUMBAI",CCT08,"Chief Commissioner of Income Tax 8","351  3rd Floor  Aayakar Bhavan  Mumbai",NA,NA,400020,"CCIT 8",3
"Central Board of Direct Taxes (Income Tax)","CHIEF COMMISSIONER OF INCOME TAX MUMBAI",CCT09,"Chief Commissioner of Income Tax 9","Room No. 306  Aayakar Bhavan Mumbai",NA,NA,400020,"CCIT 9",3
"Central Board of Direct Taxes (Income Tax)","CHIEF COMMISSIONER OF INCOME TAX MUMBAI",CCT10,"Chief Commissioner of Income Tax 10","Room No. 339  Aayakar Bhavan M K Marg Mumbai",NA,NA,400020,"CCIT 10",3
"Central Board of Direct Taxes (Income Tax)","CHIEF COMMISSIONER OF INCOME TAX MUMBAI",CCT11,"Chief Commissioner of Income Tax 11","Room No. 103  Aayakar Bhavan Mumbai",NA,NA,NA,"CCIT 11",3
"Central Board of Direct Taxes (Income Tax)","CENTRAL RANGE 8 NEW DELHI",CCR29,"CENTRAL CIRCLE 29 NEW DELHI","ROOM NO.318","ARA CENTRE  JHANDEWALAN EXTN","NEW DELHI",110055,ACIT,5
"Central Board of Direct Taxes (Income Tax)","CENTRAL RANGE 8 NEW DELHI",CCR30,"Central Circle 30 New Delhi","Room No 320","ARA CENTRE   JHANDEWALAN","New Delhi",110055,ACIT,5
"Central Board of Direct Taxes (Income Tax)","CENTRAL RANGE 8 NEW DELHI",CCR31,"CENTRAL CIRCLE 31 NEW DELHI","Room No 343","ARA CENTRE JHANDEWALAN","NEW DELHI",110055,DCIT,5
"Central Board of Direct Taxes (Income Tax)","CENTRAL RANGE 8 NEW DELHI",CCR32,"CENTRAL CIRCLE 32 NEW DELHI","Room No 359","ARA CENTRE JHANDEWALAN","NEW DELHI",110055,DCIT,5
"Central Board of Direct Taxes (Income Tax)","CHIEF COMMISSIONER OF INCOME TAX CHANDIGARH",CCSML,"CCIT SHIMLA","RAILWAY ROAD BUILDING","THE MALL",SHIMLA,NA,"CHEIF COMMISSIONER OF IT",3
"Central Board of Direct Taxes (Income Tax)","CHIEF COMMISSIONER OF INCOME TAX BANGALORE",CCTDB,"CHIEF COMMISSIONER OF INCOME TAX TDS BANGALORE","C R BUILDING","QUEENS ROAD",BANGALORE,560001,"CCIT TDS BANGALORE",3
"Central Board of Direct Taxes (Income Tax)","CHIEF COMMISSIONER OF INCOME TAX MUMBAI",CCTDS,"Chief Commissioner of Income Tax Mumbai TDS","Room No 1000-A  10th Floor KG Mittal Building Mumb",ai,NA,400002,"CCIT TDS",3
"Central Board of Direct Taxes (Income Tax)","Principal CIT Central Visakhapatnam",CCTPT,ACITCENTRALCIRCLETIRUPATI,"3RD FLOOR  AAYAKAR BHAVAN","K T ROAD",TIRUPATI,517501,"ASST COMMISSIONER OF INCOMETAX",5
"Central Board of Direct Taxes (Income Tax)","CHIEF COMMISSIONER OF INCOME TAX MUMBAI",CCLTU,"Chief Commissioner of Income Tax, Mumbai (LTU)","29th Floor World Trade Centre","Cuffe Parade  Mumbai",NA,400005,"CCIT LTU",3
"Central Board of Direct Taxes (Income Tax)","CHIEF COMMISSIONER OF INCOME TAX MUMBAI",CCM01,"Chief Commissioner of Income Tax, Mumbai-I","322 3rd floor  Aayakar Bhavan","M K Road MUMBAI",NA,400020,"CCIT 1 Mumbai",3
"Central Board of Direct Taxes (Income Tax)","CHIEF COMMISSIONER OF INCOME TAX MUMBAI",CCM02,"Chief Commissioner of Income Tax, Mumbai-II","318  3rd Floor  Aayakar Bhavan","M K Road  MUMBAI",NA,400020,"CCIT 2",3
"Central Board of Direct Taxes (Income Tax)","CHIEF COMMISSIONER OF INCOME TAX MUMBAI",CCM03,"Chief Commissioner of Income Tax, Mumbai-III","306  3rd floor  Aayakar Bhavan","M K Road",Mumbai,400020,"CCIT 3",3
"Central Board of Direct Taxes (Income Tax)","CHIEF COMMISSIONER OF INCOME TAX MUMBAI",CCM04,"Chief Commissioner of Income Tax, Mumbai-IV","339  3rd floor  Aayakar Bhavan","M K Road  MUMBAI",NA,400020,"CCIT 4",3
"Central Board of Direct Taxes (Income Tax)","CHIEF COMMISSIONER OF INCOME TAX MUMBAI",CCM05,"Chief Commissioner of Income Tax, Mumbai-V","305  3rd floor  Aayakar Bhavan","M K Road  MUMBAI",NA,400020,"CCIT 5",3
